Encabezados,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
422,Monte Toro 3 Añada Selección, 2022,"4,95 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,NA,NA
423,Paco & Lola Nº 12, 2023,"12,50 €","4,5",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
424,Vivanco Reserva, 2017,"13,95 €","4,4",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,90 PN,NA
425,Los Cantos de Torremilanos, 2020,"13,50 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,92 PK,90 PN,NA
426,Enate Gewürztraminer, 2022,"11,75 €","4,7",Vino blanco,Somontano,"13,5%",Gewürztraminer,NA,90 PN,NA
427,Mart, 2022,"12,95 €","4,5",Vino rosado criado en barrica,Penedès,"11,5%",Xarel·lo vermell,NA,NA,NA
428,Corimbo I, 2016,"45,90 €","4,6",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,95 PK,94 PN,94 SK
429,Gómez Cruzado Crianza, 2020,"10,50 €","3,5",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,91 PN,NA
430,Botijo Blanco Garnacha Blanca, 2022,"9,50 €","4,0",Vino blanco,Valdejalón,"13,0%",Garnacha blanca,91+ PK,90 PN,NA
431,La Fuente de Nekeas Crianza, 2020,"7,15 €","4,4",Vino tinto,Navarra,"13,5%",Cabernet sauvignon,NA,NA,NA
432,Llopart Microcosmos Rosé Brut Nature, 2020,"21,50 €","3,4",Cava,Corpinnat,"11,5%",Pinot noir,91 PK,NA,NA
433,Vilarnau Brut Nature Reserva,,"12,40 €","4,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
434,Muriel Fincas De La Villa Reserva, 2018,"12,50 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,92 SK
435,Privat Rosé Brut  Nature, 2021,"12,10 €","0,0",Cava,DO Cava,"12,0%",Chardonnay,NA,91 PN,NA
436,Vermell, 2022,"9,20 €","4,2",Vino tinto,Valencia,"13,0%",Monastrell,92 PK,NA,NA
437,Preludio de Sei Solo, 2021,"27,90 €","4,6",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,91-93 PK,93 PN,NA
438,Palacio de Bornos Frizzante Rosado,,"6,50 €","5,0",Vino dulce frizzante,Rueda,"5,5%",Tempranillo,NA,NA,NA
439,Jané Ventura Reserva de la Música, 2019,"10,90 €","4,3",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
440,Agustí Torelló Mata Gran Reserva Brut Nature, 2017,"16,90 €","4,2",Cava,DO Cava,"11,5%",Macabeo,91 PK,NA,NA
441,Laus Reserva, 2018,"8,70 €","5,0",Vino tinto,Somontano,"13,5%",Cabernet sauvignon,NA,NA,NA
442,El Reventón La Reina, 2022,"33,95 €","0,0",Vino tinto,Cebreros,"13,0%",Garnacha,92-93 PK,NA,NA
443,Par - Vino naranja," (0,5 L)","14,50 €","4,6",Vino Naranja del Condado de Huelva,Condado de Huelva,"15,0%",Zalema,NA,NA,NA
444,El Grifo Lías, 2021,"22,00 €","5,0",Vino blanco,Lanzarote,"13,0%",Malvasía,NA,NA,NA
445,Luzón Colección Roble, 2022,"7,80 €","4,0",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
446,Abadal Picapoll, 2022,"13,95 €","4,6",Vino blanco,Pla de Bages,"12,5%",Picapoll,NA,90 PN,92 SK
447,Gran Colegiata Original, 2018,"18,95 €","4,7",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,93 PN,NA
448,Matarromera Reserva, 2018,"39,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
449,Salanques, 2021,"38,50 €","4,6",Vino tinto,Priorat,"15,0%",Garnacha,91 PK,NA,NA
450,Fagus de Coto de Hayas Selección Especial, 2020,"20,95 €","4,8",Vino tinto,Campo de Borja,"14,5%",Garnacha,NA,93 PN,NA
451,Raventós i Blanc De la Finca, 2020,"23,15 €","4,1",Cava,Conca del Riu Anoia,"12,0%",Xarel·lo,93 PK,NA,NA
452,Cune Imperial Reserva, 2018,"29,20 €","4,1",Vino tinto,Rioja,"14,0%",Tempranillo,94 PK,NA,NA
453,Pinord Mireia, 2022,"12,50 €","4,5",Vino blanco,Penedès,"12,0%",Gewürztraminer,NA,NA,NA
454,Las Gundiñas, 2021,"21,90 €","3,3",Vino tinto,Bierzo,"13,5%",Mencía,94 PK,94 PN,NA
455,Unculín, 2021,"11,50 €","3,8",Vino tinto,Bierzo,"13,5%",Mencía,92 PK,NA,NA
456,Azpilicueta Colección Privada Blanco, 2021,"20,95 €","5,0",Vino blanco,Rioja,"13,0%",Viura,NA,NA,NA
457,Costers del Gravet, 2021,"13,25 €","4,3",Vino tinto,Montsant,"14,5%",Cabernet sauvignon,90 PK,NA,NA
458,Lustau Manzanilla Papirusa,,"11,95 €","4,5",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
459,La Creu Alta, 2018,"95,55 €","5,0",Vino tinto,Priorat,"14,5%",Cariñena,94 PK,96 PN,NA
460,Ferrer Bobet, 2020,"39,95 €","4,6",Vino tinto,Priorat,"14,0%",Cariñena,94 PK,93 PN,NA
461,Emilio Moro La Felisa, 2022,"26,90 €","4,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
462,Can Sumoi Ancestral Montonega, 2022,"14,24 €","4,5",Ancestral,España,"11,0%",Parellada,91 PK,NA,NA
463,Baluarte Roble Ribera, 2022,"8,30 €","4,5",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
464,La Mateo Tempranillo Blanco FB, 2020,"24,95 €","0,0",Vino blanco,Rioja,"13,0%",Tempranillo blanco,NA,90 PN,NA
465,AA Parvus Chardonnay, 2023,"10,85 €","4,0",Vino blanco,Alella,"13,0%",Chardonnay,NA,NA,NA
466,Missenyora, 2021,"13,85 €","5,0",Vino blanco,Costers del Segre,"14,5%",Macabeo,90 PK,NA,NA
467,Pata Negra Roble, 2022,"5,95 €","4,8",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,NA,NA
468,Sabaté i Coca Mosset Brut Nature, 2019,"16,20 €","0,0",Cava,Corpinnat,"12,5%",Xarel·lo,92 PK,NA,NA
469,Enate Syrah-Shiraz, 2019,"23,50 €","4,7",Vino tinto,Somontano,"14,0%",Syrah,NA,90 PN,NA
470,Enate Chardonnay Fermentado en Barrica, 2022,"18,25 €","4,8",Vino blanco,Somontano,"14,5%",Chardonnay,NA,92 PN,NA
471,O. Rivière Rayos Uva, 2021,"11,95 €","4,4",Vino tinto,Rioja,"14,0%",Graciano,91+ PK,90 PN,NA
472,A Coroa, 2022,"13,50 €","4,0",Vino blanco,Valdeorras,"13,5%",Godello,91 PK,NA,NA
473,Venta La Ossa Syrah, 2019,"13,50 €","4,2",Vino tinto,Castilla,"15,0%",Syrah,NA,93 PN,NA
474,Viña Pomal Reserva, 2017,"14,90 €","4,2",Vino tinto,Rioja,"14,5%",Tempranillo,91 PK,NA,NA
475,Montsant Artesà Brut Nature,,"7,70 €","4,3",Cava,DO Cava,"11,5%",Xarel·lo,NA,NA,NA
476,Cava Faustino Semi Seco,,"7,45 €","4,8",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
477,Agnvs Tempranillo, 2021,"8,95 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
478,Manzanilla Pasada Pastrana,,"16,60 €","4,3",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
479,Valdespino Manzanilla Deliciosa en Rama - Saca de Primavera," (0,37 L)","9,95 €","4,9",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
480,Dido Blanc, 2021,"20,45 €","4,3",Vino blanco,Montsant,"14,0%",Macabeo,93 PK,NA,NA
481,Campillo Crianza, 2020,"12,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,92 SK
482,De Muller Vino de Misa 1L,,"8,30 €","4,7",Vino dulce natural,Terra Alta,"15,0%",Garnacha blanca,NA,NA,NA
483,AA Dolç Mataró," 2020 (0,37 L)","18,90 €","5,0",Cosecha tardía,Alella,"15,0%",Mataró,NA,91 PN,NA
484,Ekam, 2022,"26,50 €","4,1",Vino blanco,Costers del Segre,"12,5%",Riesling,93 PK,91 PN,NA
485,Alquez, 2019,"10,95 €","4,4",Vino tinto,Calatayud,"15,0%",Garnacha,NA,NA,NA
486,Maior De Mendoza Sobre Lías, 2023,"14,50 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,90 PN,91 SK
487,Resalte Vendimia Seleccionada, 2020,"13,15 €","4,3",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,90+ PK,90 PN,NA
488,Conde Siruela Roble, 2022,"7,50 €","4,3",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,NA
489,Mas de Mancuso Garnacha, 2018,"29,95 €","4,5",Vino tinto,Cariñena,"14,5%",Garnacha,94 PK,93 PN,91 SK
490,Perplejo, 2022,"9,50 €","4,7",Vino blanco,Rueda,"12,5%",Verdejo,NA,NA,NA
491,Javier Sanz Verdejo, 2022,"10,90 €","4,4",Vino blanco,Rueda,"13,0%",Verdejo,NA,90 PN,NA
492,Taberner, 2017,"23,95 €","4,5",Vino tinto,Cádiz,"15,0%",Syrah,92 PK,NA,NA
493,Barahonda Organic Barrica, 2020,"9,20 €","4,5",Vino tinto,Yecla,"14,5%",Monastrell,NA,NA,NA
494,Artadi El Carretil, 2014,"185,00 €","4,8",Vino tinto,España,"14,5%",Tempranillo,95-97 PK,97 PN,99 SK
495,Maruxa Godello, 2023,"9,90 €","3,3",Vino blanco,Valdeorras,"13,5%",Godello,90 PK,NA,NA
496,Herència Altés Garnatxa Blanca, 2022,"8,95 €","4,5",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,91 SK
497,Castro Candaz Finca El Curvado, 2019,"17,50 €","4,3",Vino tinto,Ribeira Sacra,"13,0%",Mencía,92 PK,NA,NA
498,AT Roca Rosat Reserva, 2021,"16,50 €","4,7",Cava,Clàssic Penedès,"12,0%",Macabeo,90 PK,NA,NA
499,Lafou Els Amelers, 2022,"15,50 €","4,6",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,91 PK,NA,NA
500,Jardins Blanc, 2023,"5,75 €","4,0",Vino blanco,Empordà,"12,0%",Sauvignon blanc,NA,NA,NA
501,Gran Cerdo,,"5,95 €","4,4",Vino tinto,España,"13,0%",Tempranillo,NA,NA,NA
502,Azabache Crianza Vendimia Seleccionada, 2019,"5,90 €","4,4",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
503,Adaras Aldea, 2021,"4,50 €","4,3",Vino tinto,Almansa,"13,5%",Garnacha tintorera,NA,90 PN,91 SK
504,Coca i Fitó Maragda, 2017,"17,90 €","3,8",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
505,Ximénez-Spínola Exceptional Harvest, 2022,"19,70 €","4,7",Vino blanco,Jerez-Manzanilla,"12,5%",Pedro ximénez,NA,NA,NA
506,Can Axartell Rosado, 2022,"15,50 €","4,5",Vino rosado,Mallorca,"12,0%",Pinot noir,NA,NA,NA
507,Acusp, 2019,"39,00 €","4,8",Vino tinto,Costers del Segre,"12,5%",Pinot noir,93 PK,93 PN,NA
508,Mas d'en Gil Vi de Vila Bellmunt del Priorat, 2020,"17,90 €","3,9",Vino tinto,Priorat,"14,5%",Garnacha,92 PK,NA,NA
509,Can Sumoi Garnatxa Blanca, 2022,"11,50 €","4,8",Vino blanco,Penedès,"11,0%",Parellada,NA,NA,NA
510,Artadi Tradición, 2022,"14,75 €","3,8",Vino de maceración carbónica,España,"14,0%",Tempranillo,90 PK,NA,NA
511,Terroir al Límit Terra de Cuques, 2021,"33,15 €","5,0",Vino tinto,Priorat,"14,0%",Cariñena,93+ PK,94 PN,94 SK
512,El Veïnat Garnacha, 2022,"8,95 €","4,3",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
513,Tajinaste Blanco Seco, 2022,"13,95 €","4,0",Vino blanco,Ycoden-Daute-Isora,"12,5%",Listán blanco,NA,NA,NA
514,Akutain Crianza, 2018,"14,90 €","0,0",Vino Tinto,Rioja,"13,0%",Tempranillo,91+ PK,NA,NA
515,Viña Esmeralda, 2022,"9,95 €","4,7",Vino blanco,Penedès,"11,5%",Moscatel de Alejandría,NA,NA,NA
516,David & Goliath, 2021,"19,55 €","4,8",Vino tinto,España,"14,5%",Bobal,NA,NA,NA
517,Pedregosa Reserva Millésimé, 2018,"9,30 €","4,0",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
518,Raimat Abadia Ecológico, 2021,"7,45 €","4,5",Vino tinto,Costers del Segre,"14,0%",Cabernet sauvignon,NA,NA,NA
519,13 Cántaros Nicolás, 2021,"8,45 €","3,9",Vino tinto,Cigales,"14,0%",Tempranillo,NA,NA,NA
520,Iturria, 2019,"13,90 €","4,2",Vino tinto,Toro,"14,5%",Tinta de Toro,91 PK,NA,NA
521,Viña Arana Gran Reserva, 2015,"35,50 €","4,9",Vino tinto,Rioja,"13,5%",Tempranillo,92 PK,96 PN,96 SK
522,Pazo de Villarei, 2022,"9,95 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
523,Azpilicueta Reserva, 2018,"13,60 €","4,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,91 PN,NA
524,Gran Feudo Casilla Del Guapo, 2021,"7,20 €","5,0",Vino tinto,Navarra,"14,0%",Tempranillo,NA,NA,NA
525,Corambres, 2022,"9,95 €","5,0",Vino tinto,Castilla,"14,0%",Tempranillo,NA,NA,NA
526,Altos de Torona Godello, 2022,"11,50 €","3,9",Vino blanco,Rías Baixas,"12,5%",Godello,NA,NA,NA
527,Txomin Etxaniz Rosé, 2022,"11,95 €","4,0",Vino rosado,Getariako Txakolina,"10,5%",Hondarribi zuri,NA,NA,NA
528,Viña Tondonia Gran Reserva Histórico, 1981,"223,50 €","5,0",Vino Tinto,Rioja,"12,5%",Tempranillo,NA,NA,NA
529,Viña Pomal Blanco, 2023,"7,50 €","4,3",Vino blanco,Rioja,"12,5%",Viura,NA,90 PN,NA
530,Oriol Rossell Brut Rosat,,"14,35 €","5,0",Cava,DO Cava,"11,5%",Garnacha,NA,NA,NA
531,XIII Lunas, 2018,"7,80 €","4,6",Vino tinto,Rioja,"13,5%",Garnacha,NA,NA,NA
532,Nadal Brut Reserva Original,,"12,95 €","4,5",Cava,Corpinnat,"12,0%",Parellada,NA,NA,NA
533,AC La Rodetta, 2022,"6,80 €","4,6",Vino blanco,España,"10,5%",Viura,NA,NA,NA
534,Cresta Rosa,,"4,25 €","4,1",Vino rosado frizzante,España,"12,5%",Tempranillo,NA,NA,NA
535,La Pantera Rosa, 2021,"8,20 €","0,0",Vino rosado,Cebreros,"13,0%",Garnacha,92 PK,NA,NA
536,Frisach L'Abrunet Blanc, 2022,"9,30 €","4,2",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,NA
537,Terras de Cigarrón, 2022,"8,95 €","4,8",Vino blanco,Monterrei,"12,5%",Godello,NA,NA,NA
538,Les Brugueres Negre, 2021,"20,80 €","4,8",Vino tinto,Priorat,"14,0%",Garnacha,90 PK,NA,94 SK
539,Mont-Ferrant Brut Reserva Ecològic,,"10,95 €","0,0",Cava,DO Cava,"11,0%",Xarel·lo,NA,NA,NA
540,Señorío de Cuzcurrita, 2019,"24,90 €","4,7",Vino tinto,Rioja,"14,0%",Tempranillo,NA,92 PN,NA
541,Enrique Mendoza Pinot Noir, 2022,"9,95 €","4,1",Vino tinto,Alicante,"14,0%",Pinot noir,NA,NA,NA
542,El Nen de Can Maset, 2021,"7,50 €","5,0",Vino tinto,Empordà,"14,5%",Syrah,NA,NA,NA
543,La Huella de Aitana, 2022,"12,00 €","4,3",Vino rosado criado en barrica,Navarra,"13,5%",Garnacha,90 PK,90 PN,NA
544,Laus Crianza, 2019,"6,50 €","3,8",Vino tinto,Somontano,"14,0%",Merlot,NA,NA,NA
545,Valdesil Godello sobre lías, 2022,"16,90 €","3,3",Vino blanco,Valdeorras,"13,5%",Godello,90 PK,93 PN,NA
546,Alto Siós, 2021,"16,95 €","5,0",Vino tinto,Costers del Segre,"14,5%",Syrah,90 PK,91 PN,92 SK
547,Pedralonga Albariño, 2022,"19,90 €","4,7",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
548,Atalier Albariño, 2022,"15,90 €","4,0",Vino blanco,Rías Baixas,"13,0%",Albariño,94 PK,NA,NA
549,Marge, 2019,"18,95 €","4,2",Vino tinto,Priorat,"15,0%",Garnacha,90 PK,NA,NA
550,Conde Valdemar Reserva, 2015,"13,50 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,NA,NA
551,Can Sumoi La Rosa, 2022,"12,60 €","4,0",Vino rosado,Penedès,"11,0%",Sumoll,NA,90 PN,NA
552,González Byass Néctar Pedro Ximénez,,"9,95 €","4,5",Vino dulce natural,Jerez-Manzanilla,"15,0%",Pedro ximénez,NA,NA,NA
553,Pazo Baión, 2022,"18,50 €","4,4",Vino blanco,Rías Baixas,"12,5%",Albariño,91 PK,NA,NA
554,Pulpo Albariño, 2022,"12,50 €","3,8",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
555,Fedellos do Couto Lomba dos Ares, 2021,"19,90 €","3,4",Vino tinto,Ribeira Sacra,"12,5%",Mencía,94 PK,NA,NA
556,Pirineos Gewürztraminer, 2023,"8,95 €","4,0",Vino blanco,Somontano,"13,0%",Gewürztraminer,NA,90 PN,90 SK
557,Perlat Syrah, 2021,"10,60 €","5,0",Vino tinto,Montsant,"14,5%",Syrah,NA,NA,NA
558,Pingus, 2021,"1750,00 €","5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,98-100 PK,99 PN,99 SK
559,Bertha Cardús Brut Nature Gran Reserva, 2019,"19,80 €","4,8",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
560,Pago de Santa Cruz, 2021,"52,90 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92 PK,95 PN,NA
561,Planetes de Nin Clàssic, 2021,"40,90 €","3,8",Vino tinto,Priorat,"14,5%",Garnacha,96 PK,NA,NA
562,Ultreia Mencía, 2020,"15,95 €","4,1",Vino tinto,Bierzo,"13,5%",Mencía,93 PK,NA,91 SK
563,Ullones, 2023,"8,75 €","4,5",Vino rosado,Empordà,"13,0%",Garnacha,NA,NA,NA
564,Botani Sparkling Muscat, 2022,"16,90 €","4,5",Vino espumoso,Sierras de Málaga,"9,5%",Moscatel de Alejandría,92 PK,NA,NA
565,Finca Olivardots Groc d'Àmfora, 2022,"11,95 €","4,4",Vino blanco,Empordà,"13,0%",Garnacha blanca,91 PK,NA,91 SK
566,Perelada Blue Festival Brut Reserva,,"6,95 €","4,3",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
567,L'Antana, 2013,"14,90 €","5,0",Vino tinto,Penedès,"14,5%",Merlot,NA,NA,NA
568,Bassus Pinot Noir, 2021,"26,95 €","4,3",Vino tinto,Utiel-Requena,"13,5%",Pinot noir,NA,91 PN,NA
569,Rebisaca, 2021,"12,90 €","5,0",Vino blanco,Rías Baixas,"13,5%",Albariño,93 PK,NA,NA
570,Maior De Mendoza Fulget, 2023,"9,60 €","4,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,90 SK
571,Colet Tradicional Extra Brut, 2019,"13,90 €","4,3",Cava,Clàssic Penedès,"11,5%",Xarel·lo,92 PK,93 PN,NA
572,Valdespino Fino Ynocente,,"13,90 €","4,5",Fino,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
573,Afortunado, 2022,"7,50 €","4,6",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
574,Ama de Gorka Izagirre, 2019,"34,50 €","0,0",Vino blanco,Bizkaiko Txakolina,"13,5%",Hondarribi zerratia,NA,NA,NA
575,Tal Com Raja Negre, 2022,"6,20 €","5,0",Vino tinto,Terra Alta,"14,0%",Garnacha,NA,NA,NA
576,Alta Alella Mirgin Opus Paratge Qualificat Vallcirera, 2019,"33,50 €","4,5",Cava,DO Cava,"12,0%",Chardonnay,NA,93 PN,NA
577,Álvaro Palacios Vi de Vila Gratallops, 2021,"66,50 €","5,0",Vino tinto,Priorat,"14,5%",Garnacha,94-96 PK,95 PN,95 SK
578,Finca Terrerazo, 2021,"27,85 €","4,6",Vino tinto,El Terrerazo,"14,5%",Bobal,94+ PK,94 PN,NA
579,Hombros, 2020,"18,95 €","4,5",Vino tinto,Bierzo,"13,5%",Mencía,91 PK,92 PN,92 SK
580,Codorníu Zero,,"7,95 €","5,0",Cava,España,NA,Airén,NA,NA,NA
581,Casas de Moya Maria, 2020,"11,95 €","4,1",Vino tinto,Utiel-Requena,"14,5%",Bobal,NA,NA,NA
582,Les Sorts Vinyes Velles, 2019,"17,80 €","4,6",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
583,Boada Reserva, 2013,"15,95 €","5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
584,Oriol Rossell Mític 1908 BN Gran Reserva, 2018,"16,70 €","4,0",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
585,Museum Reserva, 2019,"13,50 €","4,6",Vino tinto,Cigales,"14,5%",Tempranillo,90 PK,92 PN,91 SK
586,Martín Códax Lías, 2021,"21,50 €","4,3",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,93 PN,NA
587,Torre Barreda Tempranillo, 2022,"7,95 €","4,0",Vino tinto,Castilla,"14,5%",Tempranillo,NA,NA,NA
588,Llopart Néctar Terrenal,,"13,50 €","5,0",Cava,Corpinnat,"11,5%",Xarel·lo,NA,NA,NA
589,Obalo La Encina Crianza, 2019,"11,50 €","4,5",Vino tinto,Rioja,"14,5%",Tempranillo,90+ PK,93 PN,92 SK
590,Boig Per Tu, 2020,"15,95 €","4,0",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
591,Las Iruelas, 2021,"153,50 €","0,0",Vino tinto,Castilla y León,"14,0%",Garnacha,98 PK,NA,95 SK
592,Pita Verderrubí Verdejo Ecológico, 2022,"8,40 €","4,5",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
593,Mestizaje, 2021,"10,90 €","4,2",Vino tinto,El Terrerazo,"13,5%",Bobal,91 PK,91 PN,NA
594,Do Ferreiro Adina, 2022,"30,50 €","4,0",Vino blanco,Rías Baixas,"12,5%",Albariño,94+ PK,NA,NA
595,Condado de Oriza Reserva, 2017,"18,90 €","4,4",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,93 SK
596,Artuke Tinto, 2022,"7,60 €","3,9",Vino tinto,Rioja,"13,5%",Tempranillo,91+ PK,90 PN,NA
597,Lolo, 2022,"10,20 €","4,1",Vino blanco,Rías Baixas,"12,0%",Albariño,NA,NA,NA
598,Baynos, 2021,"65,00 €","5,0",Vino Tinto,Rioja,"14,0%",Tempranillo,94-96 PK,NA,NA
599,Gotas de Mar, 2022,"12,80 €","4,5",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
600,Natureo Tinto, 2022,"8,75 €","4,0",Vino tinto,Penedès,NA,Garnacha,NA,NA,NA
601,Beronia Crianza, 2020,"7,90 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,92 SK
602,Diaz Bayo 15 Meses Crianza, 2021,"12,75 €","4,4",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,90 PN,NA
603,Fresquito Vino de Tinaja, 2022,"9,40 €","4,0",Vino blanco,Montilla-Moriles,"14,5%",Pedro ximénez,NA,NA,NA
604,Albamar Ceibo Godello, 2022,"24,50 €","0,0",Vino blanco,Valdeorras,"13,5%",Godello,91 PK,91 PN,NA
605,Hito, 2022,"12,10 €","4,4",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
606,Dehesa del Carrizal Cabernet Sauvignon, 2020,"18,80 €","4,4",Vino tinto,Pago Dehesa del Carrizal,"15,0%",Cabernet sauvignon,91 PK,NA,93 SK
607,Tinto Figuero 12 Meses, 2020,"19,25 €","4,8",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,NA,NA
608,Tobelos Crianza, 2019,"11,30 €","4,0",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,90 PN,NA
609,Emina Verdejo, 2022,"5,95 €","4,4",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,NA
610,Lagunilla Viura, 2021,"4,80 €","4,5",Vino blanco,Rioja,"12,5%",Viura,NA,NA,NA
611,Tarima Monastrell, 2022,"5,90 €","4,2",Vino tinto,Alicante,"14,5%",Monastrell,91 PK,91 PN,NA
612,D'Iatra Gratallops Vi de Vila, 2017,"18,40 €","4,6",Vino tinto,Priorat,"15,5%",Cariñena,NA,NA,NA
613,Camino de los Arrieros, 2021,"14,90 €","4,0",Vino tinto,Arribes,"11,5%",Trincadeira,93 PK,NA,92 SK
614,Ramón Bilbao Gran Reserva, 2014,"29,50 €","4,8",Vino tinto,Rioja,"14,0%",Tempranillo,90+ PK,93 PN,NA
615,Cuatro Rayas Cuarenta Vendimias Ribera Duero, 2020,"8,95 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,NA
616,A Dos Manos, 2020,"12,50 €","4,0",Vino Tinto,Méntrida,"14,0%",Garnacha,93 PK,92 PN,NA
617,Cardela, 2018,"15,90 €","4,5",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
618,Portia Roble, 2022,"8,40 €","4,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,92 SK
619,Valduero 6 Años Reserva Premium, 2015,"67,95 €","4,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,94 PK,NA,NA
620,Marqués de Riscal Verdejo Organic, 2022,"9,95 €","5,0",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
621,Vilarnau Brut Reserva Rosé,,"13,90 €","5,0",Cava,DO Cava,"12,0%",Garnacha,NA,NA,NA
622,Mastinell Eliane, 2022,"13,90 €","0,0",Vino blanco,Penedès,"13,0%",Chardonnay,NA,NA,NA
623,El Molar, 2021,"18,45 €","4,1",Vino tinto,Jumilla,"15,0%",Garnacha,95 PK,94 PN,NA
624,Terroir al Límit Pedra de Guix, 2021,"68,85 €","4,8",Vino blanco,Priorat,"13,0%",Pedro ximénez,96 PK,94 PN,95 SK
625,Montecillo Gran Reserva, 2015,"18,50 €","0,0",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
626,Coca i Fitó Blanc, 2021,"12,95 €","0,0",Vino blanco,Montsant,"13,5%",Garnacha blanca,NA,NA,NA
627,Jardín Rojo, 2019,"7,20 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
628,Gran Barquero Amontillado,,"26,90 €","4,6",Amontillado,Montilla-Moriles,"19,0%",Pedro ximénez,NA,NA,NA
629,Ximénez-Spínola Pedro Ximenez Muy Viejo,,"59,89 €","0,0",Vino dulce natural,Jerez-Manzanilla,"15,0%",Pedro ximénez,NA,NA,NA
630,Club Altanza Reserva, 2015,"21,90 €","4,7",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,93 PN,93 SK
631,Altanza Sauvignon Blanc, 2022,"7,50 €","5,0",Vino blanco,Rioja,"13,0%",Sauvignon blanc,NA,NA,90 SK
